title,url,contributors,date,format,fulltext_url,trove_id,language,rights,pages,form,volume,parent,children
Report of inspection of branches and districts,https://trove.nla.gov.au/work/12296623,"McPhee, Norman",1922,Book,https://nla.gov.au/nla.obj-52857878,nla.obj-52857878,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
Correspondence relating to the proposed appointment of a Chinese Consul at Hongkong,https://trove.nla.gov.au/work/12297772,,1908,Book,http://nla.gov.au/nla.obj-22441313,nla.obj-22441313,,,72,Book,,,
Sulks Grizzlegrumps / by Aldea Wane ; illustrations by Dorothy Fry,https://trove.nla.gov.au/work/12298882,"Wane, Aldea",1917,Book|Book/Illustrated,https://nla.gov.au/nla.obj-24196917,nla.obj-24196917,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,28,Book,,,
The Parramatta Industrial School : official handbook,https://trove.nla.gov.au/work/12299015,Parramatta Industrial School (N.S.W.),1910,Book|Book/Illustrated,https://nla.gov.au/nla.obj-52765653,nla.obj-52765653,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,25,Book,,,
Fifth charge to the synod of the Diocese of Gippsland / by D.B. Blackwood,https://trove.nla.gov.au/work/12300397,Church of England. Diocese of Gippsland. Bishop (1942-1955 : Blackwood),1946,Book,https://nla.gov.au/nla.obj-2681081600,nla.obj-2681081600,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
Can a Christian be a theosophist? / by Francis de Witt Batty,https://trove.nla.gov.au/work/12300452,"Batty, F. de Witt (Francis de Witt), 1879-1961",1924,Book|Article/Other article|Article,https://nla.gov.au/nla.obj-2644622291,nla.obj-2644622291,English,In Copyright,12,Book,,,
Presidential charge / by Donald Baker,https://trove.nla.gov.au/work/12301669,Church of England. Diocese of Bendigo. Bishop (1920-1938 : Baker),1929,Book,https://nla.gov.au/nla.obj-2681825231,nla.obj-2681825231,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
"Lettre circulaire de Monseigneur Jean Marie Aubin, S.M., Eveque d'Antiphelles, Vicaire Apostolique des Iles Salomon meridionales",https://trove.nla.gov.au/work/12301907,Catholic Church. Vicariate Apostolic of the South Solomon Islands. Bishop (1935-   : Aubin),1935,Book,https://nla.gov.au/nla.obj-2681833185,nla.obj-2681833185,French,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
"Souvenir of G.J. Coles & Coy. Ltd. new Arcade Store, Bourke to Lt. Collins Street, Melbourne",https://trove.nla.gov.au/work/12302173,G. J. Coles & Co,1930,Book|Book/Illustrated,http://nla.gov.au/nla.obj-42532991,nla.obj-42532991,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,18,Book,,,
"Inaugural meeting of the National Fitness Council : November, 1939 / D.H. Drummond",https://trove.nla.gov.au/work/12302895,"Drummond, D. H",1939,Book,https://nla.gov.au/nla.obj-2438584651,nla.obj-2438584651,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
"The Work of the Melanesian Mission : amongst the islands of the S.W. Pacific Ocean - Solomon, Santa Cruz, Torres, Banks and the New Hebrides groups",https://trove.nla.gov.au/work/12304096,Australian Board of Missions,1915,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2635292138,nla.obj-2635292138,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
The Church's work in Melanesia,https://trove.nla.gov.au/work/12304138,Australian Board of Missions,1910-1919,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2635340365,nla.obj-2635340365,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
S. Barnabas' day and the Melanesian Mission,https://trove.nla.gov.au/work/12304151,Melanesian Mission,1911,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2635416855,nla.obj-2635416855,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,4,Book,,,
S. Barnabas' day and the Melanesian Mission,https://trove.nla.gov.au/work/12304167,Australian Board of Missions,1912,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2635487565,nla.obj-2635487565,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
The Brothers,https://trove.nla.gov.au/work/12304189,Melanesian Mission,1928,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2634877207,nla.obj-2634877207,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,24,Book,,,
"Souvenir of the centenary of the foundation of the York Street, Sydney, Synagogue",https://trove.nla.gov.au/work/12304528,Australian Jewish Historical Society,1942,Book,https://nla.gov.au/nla.obj-2441460597,nla.obj-2441460597,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
Yarrabah : mission to the aborigines / Australian Board of Missions,https://trove.nla.gov.au/work/12304548,"Dixon, John",1903,Book,https://nla.gov.au/nla.obj-2558895896,nla.obj-2558895896,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
Christianity and dogma : Professor Angus to his critics,https://trove.nla.gov.au/work/12304686,"Angus, S. (Samuel), 1881-1943",1933,Book,http://nla.gov.au/nla.obj-851250429,nla.obj-851250429,,,36,Book,,,
"Constitution of the Kuomintang : adopted by the First National Congress of the Kuomintang, January 28, 1924 ... ..",https://trove.nla.gov.au/work/12305751,,,Book,http://nla.gov.au/nla.obj-51705988,nla.obj-51705988,,,7,Book,,,
The land / issued by Department of Post-war Reconstruction,https://trove.nla.gov.au/work/12306420,Australia. Department of Post-war Reconstruction,1940-1950,Book|Government publication|Book/Illustrated,https://nla.gov.au/nla.obj-1036682972,nla.obj-1036682972,English,Out of Copyright,8,Multi Volume Book,,,
"Guide book (tourist, commercial, historical, general) to Coff's Harbor and district, New South Wales, Australia / prepared by direction of the Coff's Harbor Chamber of Commerce, 1926 ; compiled and edited by Victor F. Bacon ; booklet Revision Committee: P.J. Macnamara, H.M. Henderson, C.A. Gillies",https://trove.nla.gov.au/work/12306726,"Bacon, Victor F",1926-1936,Book|Book/Illustrated|Microform,https://nla.gov.au/nla.obj-325470105,nla.obj-325470105,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,101,Book,,,
"Alteration of Constitution : Federal referendums, the case for and against",https://trove.nla.gov.au/work/12309588,Commonwealth Electoral Office (Australia),1936-1937,Book|Government publication,https://nla.gov.au/nla.obj-2496160540,nla.obj-2496160540,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,20,Book,,,
"Report on the water-supply of Hongkong, mainly with regard to the full development of the supply from the Taitam-tuk Valley /[Osbert Chadwick]",https://trove.nla.gov.au/work/12311433,"Chadwick, Osbert, 1844-1913",1902,Book,https://nla.gov.au/nla.obj-2820848663,nla.obj-2820848663,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
The mysterious stranger / by Marie Bjelke Petersen,https://trove.nla.gov.au/work/12311605,"Bjelke Petersen, Marie",1913-1915,Book,https://nla.gov.au/nla.obj-241485665,nla.obj-241485665,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
[Circular letter on the education of the poor in Van Diemen's Land],https://trove.nla.gov.au/work/12312343,"Browne, W. H., 1800-1877",,Book,http://nla.gov.au/nla.obj-99721588,nla.obj-99721588,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,1,Book,,,
Mateship : a discursive yarn / by Henry Lawson,https://trove.nla.gov.au/work/12315198,"Lawson, Henry, 1867-1922",1911-1930,Book,https://nla.gov.au/nla.obj-2562644694,nla.obj-2562644694,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,90,Book,,,
"Wanderings in a wild country, or, Three years amongst the cannibals of New Britain / by Wilfred Powell",https://trove.nla.gov.au/work/12321350,"Powell, Wilfred",1884,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52868491,nla.obj-52868491,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,288,Book,,,
"Cole's pearl English dictionary : comprising besides the ordinary and newest words in the language, short explanations of a large number of scientific, philosophical, literary and technical terms : and appendix ... ..",https://trove.nla.gov.au/work/12328458,,1800-1899,Book,http://nla.gov.au/nla.obj-255278957,nla.obj-255278957,,,132,Book,,,
"Regular packets for Australia : emigration to Port Adelaide, Port Phillip & Sydney, on the new principle, established ... in October, 1848",https://trove.nla.gov.au/work/12328620,,1850,Book,http://nla.gov.au/nla.obj-99727992,nla.obj-99727992,,,1,Book,,,
"President's address / delivered Tuesday, September 20, 1910, by Charles Edward Camidge",https://trove.nla.gov.au/work/12338674,Church of England. Diocese of Bathurst. Bishop (1888-1911 : Camidge),1910,Book,https://nla.gov.au/nla.obj-2681100894,nla.obj-2681100894,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,16,Book,,,
British coaster 1939-1945 : the official story / prepared for the Ministry of Transport by the Central Office of Information,https://trove.nla.gov.au/work/12339075,Great Britain. Central Office of Information,1947,Book|Book/Illustrated,http://nla.gov.au/nla.obj-52889439,nla.obj-52889439,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,100,Book,,,
"Charge and presidential address of the Rt. Rev. E.H. Burgmann, Bishop of Goulburn to the second session of the twentieth synod, of the Diocese of Goulburn, 20th and 21st April, 1936",https://trove.nla.gov.au/work/12339087,Church of England. Diocese of Goulburn. Bishop (1934-1950 : Burgmann),1936,Book,https://nla.gov.au/nla.obj-2634739949,nla.obj-2634739949,English,In Copyright,12,Book,,,
"Jubilee souvenir : Victoria Lodge, No. 82, 1882-1932, Masonic Hall, Launder St, Glenferrie, ... 12th July, 1932",https://trove.nla.gov.au/work/12339103,"Freemasons. Victoria Lodge, No. 82",1932,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2567620638,nla.obj-2567620638,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
Tell England and Australia,https://trove.nla.gov.au/work/12339319,British and Foreign Bible Society. South Australian Auxiliary,1934,Book,https://nla.gov.au/nla.obj-2442177986,nla.obj-2442177986,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
The attitude of the Church to the suqe / by Walter John Durrad,https://trove.nla.gov.au/work/12339553,"Durrad, Walter John",1920,Book,http://nla.gov.au/nla.obj-52784006,nla.obj-52784006,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,23,Book,,,
The power of the Bible / E.C. Ettmann,https://trove.nla.gov.au/work/12339568,"Ettmann, E. C",1901-1909,Book,https://nla.gov.au/nla.obj-2604644764,nla.obj-2604644764,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
The voices of the women / by Emma J. Cummings,https://trove.nla.gov.au/work/12339577,"Cummings, Emma J",1901-1909,Book,http://nla.gov.au/nla.obj-911968601,nla.obj-911968601,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
"To Bourke's statue this appropriate effusion of unprofitable brass is unceremoniously dedicated / by Ichneumon, anxious to instruct his grandmothers in the inductive science of sucking eggs",https://trove.nla.gov.au/work/12340359,"Mitchell, Thomas, Sir, 1792-1855",1855-1963,Book,http://nla.gov.au/nla.obj-427855506,nla.obj-427855506,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,32,Book,,,
"Address given on the occasion of second annual service of thanksgiving in memory of Admiral Phillip, R.N. founder and first governor of Australia / by the Rt. Hon. Viscount Wakefield of Hythe",https://trove.nla.gov.au/work/12340749,"Wakefield of Hythe, Charles Cheers, Viscount",1934,Book|Book/Illustrated,https://nla.gov.au/nla.obj-2116752199,nla.obj-2116752199,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,14,Book,,,
"The Admiral Phillip commemoration sermon preached in St. Andrew's Cathedral, Sydney, 12th October, 1941 / by Ven. Archdeacon S.M. Johnstone",https://trove.nla.gov.au/work/12340801,"Johnstone, S. M. (Samuel Martin), 1879-1949",1941,Book|Book/Illustrated,http://nla.gov.au/nla.obj-385428018,nla.obj-385428018,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
Reminiscences from early life and including cycling and touring experiences / by J. Pearson,https://trove.nla.gov.au/work/12340806,"Pearson, J. (Joseph), 1849-1939",1933,Book/Illustrated|Book,http://nla.gov.au/nla.obj-368766621,nla.obj-368766621,,,84,Book,,,
"Admiral Arthur Phillip R.N., founder and first governor of Australia : Bathampton, 1934 / T. Sturge Cotterell",https://trove.nla.gov.au/work/12341848,"Cotterell, T. Sturge",1934,Book|Book/Illustrated,http://nla.gov.au/nla.obj-385431090,nla.obj-385431090,English,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,12,Book,,,
"Money and the Christian outlook : a presidential address / delivered by G.H. Cranswick at the third session of the tenth synod of the Diocese of Gippsland ... ; and The Church and sexual morality : part of a pastoral charge as delivered in St. Paul's Cathedral, Sale, on April 17, 1934",https://trove.nla.gov.au/work/12343661,Church of England. Diocese of Gippsland. Bishop (1917-1942 : Cranswick),1934,Book,https://nla.gov.au/nla.obj-2681821881,nla.obj-2681821881,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
"Presidential address / delivered by George Harvard Cranswick at the opening of the first session of the tenth synod of the Diocese of Gippsland on April 13th, 1932",https://trove.nla.gov.au/work/12343668,Church of England. Diocese of Gippsland. Bishop (1917-1942 : Cranswick),1927-1933,Book,https://nla.gov.au/nla.obj-2681801581,nla.obj-2681801581,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
"Sydney Morning Herald almanac : being a supplement to the ""Sydney Morning Herald"" of Saturday, the 1st of January, 1848",https://trove.nla.gov.au/work/12345327,,1848,Book/Illustrated|Book,http://nla.gov.au/nla.obj-99043494,nla.obj-99043494,,,2,Book,,,
"Furphy's farm water carts : and other specialities, made by J. Furphy & Sons, implement makers Shepparton, Victoria",https://trove.nla.gov.au/work/12345396,Chicob,1919,Book|Book/Illustrated,https://nla.gov.au/nla.obj-52853611,nla.obj-52853611,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,36,Book,,,
"Golden jubilee celebrations : opening rally, Assembly Hall, 18th March 1940 / Australian Labor Party",https://trove.nla.gov.au/work/12345746,Australian Labor Party,1940,Book,https://nla.gov.au/nla.obj-2452817109,nla.obj-2452817109,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
"Matrilineale deszendenz beim Wombaia-Stamme, Zentralaustralien / von R. H. Mathews",https://trove.nla.gov.au/work/12346410,"Mathews, R. H. (Robert Hamilton), 1841-1918",1908,Book,http://nla.gov.au/nla.obj-755863170,nla.obj-755863170,German,No known copyright restrictions|http://rightsstatements.org/vocab/NKC/1.0/,6,Book,,,
On the appropriation of the proceeds of sales of public waste lands in the Australasian colonies,https://trove.nla.gov.au/work/12348555,"Eliot, J. F",1842,Book,http://nla.gov.au/nla.obj-501508961,nla.obj-501508961,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,18,Book,,,
Is woman's place in the home?,https://trove.nla.gov.au/work/12349828,,1947,Book,http://nla.gov.au/nla.obj-366668460,nla.obj-366668460,,,16,Book,,,
"The Diplomacy of Victoria on the postal question, and the true policy of New South Wales",https://trove.nla.gov.au/work/12350276,,1873,Book,http://nla.gov.au/nla.obj-392919249,nla.obj-392919249,,,16,Book,,,
"Fictitious money, the ulcer of the Commonwealth : an appeal to true Victorians / by Agonistes",https://trove.nla.gov.au/work/12350385,Agonistes,1859,Book,http://nla.gov.au/nla.obj-370377512,nla.obj-370377512,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,18,Book,,,
"""Our criminal classes"" : first article, reprinted from the Australian journal for April / by Louis L. Smith",https://trove.nla.gov.au/work/12350418,"Smith, Louis L. (Louis Lawrence), 1830-1910",1872,Book,http://nla.gov.au/nla.obj-44060291,nla.obj-44060291,,,18,Book,,,
"A survey of church life in Gippsland : a pastoral charge / delivered by G.H. Cranswick in the Cathedral Church of St. Paul, at Sale, on 25th March, 1935",https://trove.nla.gov.au/work/12351068,Church of England. Diocese of Gippsland. Bishop (1917-1942 : Cranswick),1935,Book,https://nla.gov.au/nla.obj-2681779562,nla.obj-2681779562,English,Out of Copyright|http://rightsstatements.org/vocab/NKC/1.0/,8,Book,,,
